0,1,2,3,4,5,6,7,8,9
0.10239758009126235,0.10564286152060669,0.10456429174509912,0.09206334174660606,0.09815926439354768,0.10497353991828531,0.10045508709101036,0.10150780339697985,0.09493233748086008,0.0953038926157425
0.10453940031314932,0.10080712666355263,0.09943246083939937,0.09715782203323221,0.09978849944669885,0.10589433488351362,0.10255940819740525,0.09823341824808943,0.0953750477822355,0.09621248159272383
0.10550512081187347,0.10712510147409944,0.1005613808861778,0.09641378004638236,0.09846449387862323,0.10930839890191406,0.10101427575948169,0.09645288188835757,0.09051552234375038,0.09463904400934002
0.10538609154413443,0.103329225524948,0.10187654855552636,0.09079117121999856,0.09908289219398413,0.10822275607305729,0.09681080871170315,0.10259641382864201,0.09560995515978173,0.09629413718822434
0.10127402113223735,0.10197354388151393,0.10440912955764212,0.09234429628615919,0.09976437389852316,0.10670641434043802,0.09808352805540271,0.09928759649346776,0.09508434355078371,0.10107275280383209
0.10155693358313828,0.10723374407234414,0.1010127759810102,0.09113776163531227,0.10162244669303577,0.1000113591605567,0.10433416021580501,0.10142202460328985,0.09771013767721394,0.09395865637829386
0.101297280402509,0.10572877153436219,0.10436611618111084,0.0909698471578348,0.09829654456671252,0.09788179818959357,0.10197706908532697,0.1050026692272908,0.0987790238946556,0.09570087976060374
0.1015718894684292,0.10926295978032662,0.10033333716466285,0.09390456773892876,0.09561973995780741,0.1124998444827719,0.09909045323548718,0.09840260115967495,0.09156820199188212,0.09774640502002901
0.10420430205395237,0.10763592945658852,0.10443958949785272,0.08958502241752395,0.09715481080274044,0.10324662897282672,0.093412934368184,0.10319434073265837,0.10043549150637102,0.0966909501913019
0.11099689747125871,0.11067751547769858,0.10008283708688694,0.09580411306183556,0.09490700434504631,0.10880030460006115,0.09786766234939125,0.09769592765606556,0.09149566037570084,0.09167207757605511
0.10428077067300315,0.0993154962908444,0.10435105737208693,0.09261418061962612,0.09955562618597416,0.10359778669532853,0.09840545632237373,0.10224008795441833,0.09763402074214847,0.09800551714419625
0.10401154533465717,0.10746723846662092,0.09952989358100817,0.09053205223480609,0.09867260664920476,0.10992597765369613,0.0969018241323552,0.09962747582207637,0.09344064619294809,0.09989073993262702
0.10925547199761629,0.1080907512701564,0.10216302979215221,0.09341856676226179,0.09593486696954723,0.10129188557040723,0.09883617395638361,0.10566994191543075,0.09456197179725846,0.09077733996878609
0.1065803136732468,0.10482862597696402,0.09994855422561409,0.09188393760315015,0.1001215518415023,0.10776014509980614,0.0987288603068426,0.10123006090752404,0.09373190318546068,0.0951860471798892
0.10700436603871179,0.10559191924928067,0.09979675500390786,0.09276315055784204,0.09786630544455431,0.10655067240213308,0.09885652040851807,0.10243589434950738,0.09358721976958809,0.09554719677595666
0.10355451325369756,0.1045367872043443,0.1043196138338144,0.09258135524455496,0.09706047632350873,0.10575049232751549,0.09713717831714383,0.1007837946983907,0.0968998147936976,0.09737597400333242
0.10222753291216222,0.10295497548428696,0.10331458017023486,0.08929015904295806,0.10054192494744646,0.10327196665531903,0.09874530752747109,0.10480637949815477,0.10017052312515445,0.09467665063681215
0.0976407839041303,0.10158576368675118,0.1029265617876578,0.0936547001475088,0.10250592100086608,0.1013986168566977,0.10261061383823804,0.0999330794216367,0.09811536820644044,0.09962859115007296
0.10524054747670473,0.10557522519446758,0.1009124460354915,0.09279359963716415,0.097669464543531,0.10734876199077435,0.10109979339337274,0.1024976203437224,0.09299364544447894,0.09386889594029263
0.10326028630380193,0.10823071713634937,0.10091433406805675,0.09793203385826209,0.09510663799205492,0.1002875324072664,0.100683001430653,0.10555277817347908,0.09683534277450506,0.09119733585557141
0.10428792459272383,0.10592056491996871,0.10317257376029412,0.09367529235503001,0.09636926007771876,0.10534974990874907,0.09847897694273379,0.10209953221617132,0.09411055856132361,0.09653556666528677
0.101446982941332,0.10233677332504588,0.10423837069419005,0.09247172584095986,0.09895687635150076,0.11068376163309591,0.09706400466053279,0.09947201003912057,0.09586296177092594,0.09746653274329622
0.10487851985506082,0.10257674365096979,0.10239787486761501,0.09663018240210344,0.09573654154399215,0.10352683623467161,0.10267729085333743,0.09853158763525108,0.09397683548034148,0.09906758747665717
0.1034647995683551,0.10644389890653044,0.1038541370075168,0.08773932996464752,0.0986557971812917,0.10930993055355503,0.09898483929068647,0.10119849818230808,0.09410677382142339,0.09624199552368543
