0,1,2,3,4,5,6,7,8,9
0.14469036071816513,0.09185642619008574,0.07904209269186403,0.10845167625967488,0.0934747972693182,0.11637190967516242,0.1148197365440239,0.09355012941534631,0.08145360669986351,0.07628926453649594
0.12929716547909273,0.08079674241580315,0.08328493663897223,0.11906095072044291,0.09084246696615231,0.09109828907455107,0.11554332059954323,0.12346947627069364,0.08311101732366594,0.08349563451108284
0.10826816361113104,0.07096088929807538,0.08430294061280455,0.10233937041803394,0.1014149745479808,0.11536270106159109,0.09942144149184484,0.15922942015712457,0.07969514359404589,0.0790049552073679
0.1613628834801562,0.07873113343600872,0.0723548445100904,0.13223737851913647,0.11137122333734778,0.12205789209430114,0.08857148295836384,0.09217809479445475,0.07342974260085434,0.06770532426928635
0.12083804664697313,0.08823398781163552,0.08050474674133802,0.1062111765329732,0.09805898226394552,0.10624931004439496,0.13747115668724608,0.1082471646726965,0.07264246469620782,0.08154296390258926
0.10605374175878991,0.10469283448009828,0.08731795157272576,0.11600969139155888,0.10315361745270148,0.10049687197507588,0.09729717087505929,0.09119788416276384,0.0991948262032451,0.09458541012798156
0.12160439040524357,0.07577283033985567,0.08372896891129024,0.11427576810528169,0.10526294677608602,0.12797628764568697,0.13532029078075702,0.09999522548882596,0.06654152052532929,0.06952177102164356
0.146694158381818,0.06881316203569715,0.0850813780120296,0.11997930295226907,0.09015407793309842,0.09960516766784643,0.14249636357194936,0.09683988973153489,0.07218281327829422,0.0781536864354628
0.12271461171281715,0.08508606929373902,0.08592108006853412,0.10382289161301173,0.09675079670511388,0.10831002776378142,0.14752071686640295,0.09413506322560786,0.0822498518726687,0.07348889087832312
0.1222267646628572,0.07489966902182246,0.06432641148133642,0.10360316342633215,0.1080166973375296,0.11104981847608753,0.09316753321111697,0.1817364644483268,0.07229869366600396,0.06867478426858692
0.10920098551970432,0.08115373766449312,0.08400439922853788,0.1385223949972327,0.10746880200994231,0.10163338382900788,0.11149044687758468,0.12420928899866958,0.0693475782765518,0.07296898259827576
0.078477844106552,0.043287945159138225,0.042279449912963146,0.06155333396962075,0.07010188701958064,0.07426486800402969,0.06694472599963143,0.4812002346403559,0.03933298310389493,0.04255672808423334
0.12071795781612787,0.07624165027320322,0.08975154210151715,0.15419976405227911,0.09709430795682152,0.11522598221682426,0.11003568344825981,0.08471122597960447,0.07806820165828629,0.07395368449707636
0.16788590578043025,0.06775246932046831,0.0731919050836052,0.1440832628849715,0.10454360052810702,0.11780592964507186,0.09898194750362019,0.09454609287753116,0.06670465183588642,0.06450423454030814
0.14477904242402598,0.06786007200831508,0.08006152090350871,0.13090673242286613,0.10094663930811805,0.12279739960962044,0.12509095209615953,0.09856252670217601,0.059862608355270394,0.06913250616993971
0.11663981452053779,0.07797247776702881,0.07591536733721997,0.1237214141890527,0.10384946309858843,0.09465164700389656,0.10980378852075816,0.15451047704051593,0.07007879210980807,0.07285675841259351
0.11390565830134168,0.07572853118733634,0.08366434842279538,0.11588334288021561,0.10013776670222001,0.09756393150366896,0.09265464914755543,0.16045812909713345,0.07933132273196915,0.08067232002576405
0.15071450202093575,0.07524362044539268,0.0726679032979521,0.09895135274993613,0.11371962689656306,0.11003111237957665,0.1406668492588391,0.10670107135827006,0.06311849915725345,0.06818546243528104
